	baseMean	log2FoldChange	lfcSE	pvalue	padj
ERC2	132.632763281143	0.859000011178365	0.239785447101012	1.12202271155773e-05	9.0323706232441e-05
AC068831.7	7.7383848502662	0.858791372576818	0.245907276644108	1.56241890885045e-05	0.00012172787379215
AC092723.5	46.6078840104343	0.858433024453601	0.204810536797561	9.51770441509651e-07	9.42426785587227e-06
IFNG-AS1	4.25791990090438	0.857908241519986	0.350452253820539	0.000397258702119177	0.00223638715589718
AF213884.3	38.2095058137237	0.85789983097778	0.200916310209595	6.72813454460203e-07	6.86016334934249e-06
RBBP6	1532.62202123363	0.857032825703112	0.0933079433146771	1.49723939004185e-21	1.21767579800399e-19
NR1D1	274.032538531545	0.856552085470008	0.150982457069907	4.87657203730515e-10	8.70254520724985e-09
AC016573.1	3.13467627815759	0.855220470238481	0.449962565405612	0.00150355977262459	0.0072401698763219
SDC4	5189.76646737014	0.854661845619689	0.0987762593858126	1.80551596987706e-19	1.16824832063492e-17
PLAUR	19839.0481250214	0.85460541733261	0.133427378395675	5.24181465929933e-12	1.2708913076377e-10
MX1	4043.46992110556	0.854228145566732	0.316245388425597	0.000200272084825912	0.00121917112940176
LDLR	8914.44382532643	0.853826017522123	0.102929024634685	3.85388011029823e-18	2.04902938370792e-16
TMC1	19.3377075894887	0.853251067174418	0.251043640927567	2.19345930407616e-05	0.000165502818630991
RGS17	37.9801837315705	0.851942575638567	0.182981671837614	1.11584206333926e-07	1.30898325514644e-06
AP001330.5	6.98106549697464	0.851770072795762	0.30143259495028	0.000140149732800543	0.000887298739108912
IL15	666.562297955636	0.851750925609608	0.184268236236368	1.31219289308698e-07	1.51768864351645e-06
EGR4	156.561192620382	0.851425314275093	0.147807091623963	2.90172019283379e-10	5.35477979262315e-09
MIR4422HG	4.30943685389328	0.851110673278753	0.365465184357437	0.000546083946225193	0.00297885028566531
ITPKC	359.459091123628	0.848695787297925	0.135838861970705	1.43506508114246e-11	3.19566007679517e-10
CNIH3	86.1105438472085	0.848010078242552	0.115599157256469	7.63991324714536e-15	2.69637830142818e-13
PLAT	2.89489758537549	0.847937686549955	0.424182989015206	0.00121995976295708	0.00604308986806021
MIR4734	28.4900584990308	0.847318592717748	0.183816507661993	1.39407209997555e-07	1.60342597188803e-06
AC010203.2	33.808759791059	0.847249274563451	0.209163739013748	1.74891555617352e-06	1.64996269985449e-05
URGCP-MRPS24	98.2248135700603	0.847176372752318	0.145184331343188	1.84792501106748e-10	3.5403077307006e-09
GPR88	4.51840380488402	0.846143249329524	0.376725530338326	0.000677734809713371	0.00359779965032568
AL391422.3	15.2877384642606	0.846115073055782	0.230648995304847	8.17926634171231e-06	6.73995131145665e-05
AGAP4	29.7876626028043	0.845470732811797	0.183418035672757	1.39411404729184e-07	1.60342597188803e-06
RORB	34.8293316858889	0.84463679650199	0.270803258416083	5.70643683396874e-05	0.000396005545685467
ABL2	5519.07925936636	0.844020328143888	0.186927366798161	2.18434763399939e-07	2.42815434452573e-06
RAPGEF2	6868.39978092613	0.843338075615536	0.129357724887738	2.41297128773282e-12	6.1676145610423e-11
AC007032.1	93.0104752347325	0.842856378512944	0.15103944212274	8.22407342730728e-10	1.40081568576386e-08
TCF4	802.831431265817	0.842158610982605	0.124455548094615	4.49533170835983e-13	1.26188192675596e-11
ELF2	1957.06862133149	0.842002501436691	0.0661216647645804	1.3523473441238e-38	7.95025684362609e-36
AL357833.2	5.43189838428754	0.840561087234026	0.452520947169947	0.00170316591343051	0.00806358532782929
SP140L	347.877343316861	0.840401191247928	0.134672804243806	1.48655531780474e-11	3.29960757488137e-10
NBN	4055.49370033532	0.839056639898253	0.115091018061461	1.04964704423294e-14	3.6605995901927e-13
AC005280.1	137.242150241306	0.838765703124312	0.166679497786978	1.66661548655395e-08	2.25904349481779e-07
AC127526.2	2.89086838638842	0.83792140082529	0.351675352075119	0.000486200984163941	0.0026834955606645
RPLP0P2	10.1949436184342	0.837511625845621	0.208559480930068	2.03564469077624e-06	1.89269883223732e-05
AL035420.1	25.7177738617488	0.836932078813601	0.17158358274363	3.69474176541323e-08	4.71606740478552e-07
AMPH	427.021716352592	0.836727331081707	0.246082821890016	2.21674483085402e-05	0.000167137199119283
CGN	2.54987518115364	0.836248980350744	0.451429065111198	0.00173729555684895	0.00819312247942335
GRIP1	46.8254934258439	0.83609514975328	0.207730166295217	1.95953474419454e-06	1.8260591891552e-05
BORCS5	569.872176141568	0.834054767792591	0.14773414474716	5.59060942764614e-10	9.84023777444371e-09
CCND1	14.1264822552461	0.833619827892026	0.280910045830165	9.34770202148806e-05	0.000615876774877164
AC025580.2	1755.79057214736	0.832288198998824	0.117970427134223	5.78126940140541e-14	1.80783281464009e-12
NEMP1	593.954190348884	0.832210058809108	0.142565828477873	1.79379177595674e-10	3.45267161665912e-09
AC092650.1	287.518539174289	0.830714338734279	0.136491969685006	3.8929580381798e-11	8.18197186859934e-10
PIM3	8813.5882030908	0.829788303066355	0.0860496084646207	1.75553696540185e-23	1.77940534975904e-21
SMCO4	1474.52447132966	0.828666960387556	0.0941215073987029	4.37887787734117e-20	2.97359046878455e-18
FRAS1	6.06045851432261	0.825457338115099	0.235124368840426	1.50440183845011e-05	0.000117742762373334
FNIP2	7030.13623513227	0.825040125617831	0.132945040238591	1.81696235174022e-11	3.9856948133696e-10
ADRA2B	14.7006624926046	0.824228950874866	0.26482503828771	5.9771043968981e-05	0.000412839543707873
ADAMTS13	25.5033674160439	0.823836484835453	0.213102909810375	3.81506827859898e-06	3.36471688385995e-05
IFI16	2410.52067305174	0.822583753643297	0.112970285375211	1.08700291152963e-14	3.77806957899217e-13
TBX20	7.98724889040707	0.821461380643618	0.366188009604985	0.000712426285624262	0.00375676146924777
AC005871.2	4.84013735193724	0.820208823393412	0.347755519326534	0.000533041690596317	0.00291233824368291
AL353135.1	22.7760214994057	0.819406734351914	0.200891608139818	1.57329795740697e-06	1.49663332277419e-05
CFAP97D1	5.3889572048274	0.819135027999492	0.365666710199409	0.000721055816295854	0.00379740068495098
NEDD4L	1139.4011374438	0.818589285555586	0.125015317830975	1.92510257467603e-12	4.98250447503573e-11
PHKA1	4.79482756961472	0.81701488744945	0.383324791068755	0.000945257782286051	0.00481784100280351
AL391832.2	175.33753231421	0.816159890361246	0.158019402367039	8.19632848205454e-09	1.16711179824743e-07
SAMD9L	1138.5562293808	0.815951257008001	0.312289720375986	0.000271796389230762	0.00160334934197596
HSD3BP5	74.3553145261942	0.815456089468215	0.243495898127899	2.71873198959696e-05	0.000201225285676068
AC234781.1	3.55894851233552	0.815177021012294	0.382563474622721	0.000949788506542639	0.00483787990600356
LIF	448.295655223687	0.814551881923735	0.293681637608979	0.000172212609613465	0.00106505760607354
ST5	7.24613205484258	0.812780392376099	0.360333050366776	0.000701581287479955	0.00371098626508678
PHF19	953.986666598152	0.810982930304213	0.126798000098369	5.24390902111395e-12	1.2708913076377e-10
RNU6ATAC7P	5.4863620817152	0.810980191920711	0.248396348837461	3.65757215410371e-05	0.000263971254446994
AC009171.2	6.28589503903467	0.810728084821241	0.363695459057666	0.000752377347046762	0.00393916445110285
AL591684.2	10.8701570192209	0.810665017007973	0.248618063234861	3.71167192651639e-05	0.000267406728151265
AC104984.4	6.41421625331636	0.809918552314575	0.302027728248367	0.000226160330185185	0.00135986994561378
PAK5	1.95450422642322	0.808656655518676	0.445866272098818	0.00200272390282299	0.00925607525257991
AC092910.3	70.9941754991271	0.808290258505289	0.114370623706811	5.10872527149049e-14	1.60975698600595e-12
PEAR1	9.97712970019333	0.806072511476802	0.264460343738048	7.53955485380066e-05	0.000508302361309968
LRRC49	9.80898606865192	0.804487292084174	0.291577166390296	0.000182516883424858	0.00112405489175393
AC069528.2	12.2967005416985	0.804335144608793	0.241683211143216	2.96657811783434e-05	0.000217534965618529
VEPH1	47.1166339230605	0.803788779767011	0.179972344195236	2.78675772837215e-07	3.04515809978679e-06
CTNND2	18.6561899563481	0.801427384366112	0.209136969643103	4.46859949146666e-06	3.89601284476347e-05
EFHC2	47.3168664892367	0.800349469090593	0.161719019310868	2.56961200945785e-08	3.3762667117883e-07
LINC02427	155.216494380253	0.799016498410795	0.141475432938087	5.43951054520878e-10	9.60715613546917e-09
C8orf86	135.040867027622	0.79864163998992	0.173497010918711	1.45471349597539e-07	1.66846069638738e-06
ATL1	42.4044078663592	0.797251669610444	0.140759455892872	4.9471888605436e-10	8.8056538057565e-09
AL160408.1	96.6141718934006	0.797239872834558	0.209359800404498	4.94703252658163e-06	4.273305678713e-05
SLC35F2	108.000987998415	0.797171195507431	0.172048273749173	1.25749307102947e-07	1.45852183931806e-06
AC025539.1	8.33066620122621	0.796966353940611	0.382551367095643	0.00110252848460217	0.00551961705576016
MX2	4789.44176163342	0.795225239958306	0.174314824826808	1.77875888056321e-07	2.00987055060233e-06
LINC01185	55.3387659560164	0.794790259094077	0.157996388845976	1.68416226011389e-08	2.28132473101406e-07
AC012363.1	26.1073413384382	0.794694629045337	0.308817145973263	0.000314149031490746	0.00182082548505735
TGM1	22.5205299801848	0.793091769574062	0.200042789177906	2.61570616197455e-06	2.38461541820064e-05
BTG1	12883.7304519407	0.793070655249663	0.0707897269926009	1.19412034660823e-30	3.11015446225455e-28
AL390728.5	3.00698305184377	0.792761302251883	0.352999585830621	0.000746137089522788	0.00391047293785555
PIGA	640.76803018289	0.792536933350909	0.0926843502067476	3.7892367701945e-19	2.30672591075509e-17
SEMA3C	815.764066847196	0.792214863510031	0.130223380283465	3.86748791357854e-11	8.15342533911804e-10
AC004889.1	3.01993801357094	0.790390270463956	0.340889139243432	0.000623081432367054	0.00334128838998814
LINC01588	2379.54762305459	0.78997739934338	0.11501539958504	2.07912546929544e-13	6.12018392792889e-12
LRIG1	476.697855645327	0.788873072055329	0.238216933334091	3.21145430307519e-05	0.000233990381515847
GBP2	8889.20110591628	0.787655418695978	0.139016383489057	4.89844704952584e-10	8.72644558364014e-09
FAM83C	7.63287770599938	0.787281619644872	0.374614961913883	0.00107528703878177	0.00540031879667407
STX17-AS1	106.165041896249	0.787220343143904	0.126188272237764	1.44485641999162e-11	3.21398548083758e-10
SMG7-AS1	54.511536544069	0.786537393875087	0.154023586602935	1.13008292734172e-08	1.5732467058852e-07
LAMC3	8.89021680070997	0.785593969319342	0.250406461124309	5.82276610918572e-05	0.000403398099200691
AC025822.2	62.0029886661657	0.785547759785523	0.209994713223869	6.56098389108779e-06	5.54637652189903e-05
PAXIP1-AS2	53.8167350792724	0.784906199949114	0.138346839002311	4.69034116785046e-10	8.3993437658565e-09
AL031316.1	383.371608651486	0.784854619237149	0.162421264060801	4.72383966729363e-08	5.92669054842888e-07
B3GNT7	33.0701815429283	0.784283631650747	0.248680313247461	5.52543149072433e-05	0.000384975847533027
AC008897.2	10.7262539771583	0.782187825950734	0.214228684162152	9.34871748139797e-06	7.61215713879085e-05
RAB27B	4.55196611857511	0.781371677336778	0.326749494810473	0.000524831719900529	0.00287129419533988
LINC02201	18.288881763643	0.780928210075552	0.240887082875812	4.13258810653726e-05	0.000295558334654539
AC104435.2	8.70204076233031	0.780546984849029	0.274944406133896	0.000149999327830971	0.000942594205395679
TIPIN	82.3976738778692	0.780365236814688	0.124320998236464	1.12773274566634e-11	2.57253092847346e-10
WDR92	3.69888485450162	0.779794964282338	0.348266685686818	0.000777830413469748	0.00405283327109484
LINC02108	44.7590478770781	0.779093591415671	0.21437237406535	1.00208725628989e-05	8.1208930230094e-05
WDR11-AS1	45.5930972094184	0.779083389741184	0.12434134970831	1.21390598722404e-11	2.75687964603994e-10
PHACTR1	77.2044596336532	0.779070187562903	0.148363457166003	5.19781070672187e-09	7.69979503970549e-08
IFT74	157.831839765413	0.778816929747426	0.0948057587857357	6.55236868252988e-18	3.42186644699835e-16
TMEM88	152.449339727761	0.778157464988814	0.114823759047388	3.93571936495234e-13	1.12007415841299e-11
MSS51	32.6472685833684	0.777230949723296	0.169770193807435	1.67495812772013e-07	1.898839583249e-06
WNT9A	77.8564160132703	0.776016694985302	0.323719699213501	0.000522104676742362	0.00285941597781497
SLC41A2	475.852167414257	0.775854746779077	0.133551153759911	2.09687071358605e-10	3.98018559065928e-09
AC005229.4	27.0587224692057	0.775591361074577	0.229628866602046	2.59991517811058e-05	0.000193056133904018
AL133342.1	19.3754484251838	0.775461555053386	0.152006762065017	1.17194667976264e-08	1.62602662729576e-07
AC004231.1	4.67769355196514	0.774796729397565	0.424214937588154	0.00209196796917895	0.00961884534834102
DRAM1	4003.93213212373	0.77335154774306	0.10744180669122	1.93499184680457e-14	6.53766703445828e-13
AC245052.5	8.66921605985295	0.77273877895019	0.284981589996244	0.000221218389525628	0.00133366234482254
FAM46B	11.3563146459788	0.772215128935574	0.303076513259152	0.000350872829358723	0.00200878111766419
AC006449.6	799.419364043281	0.771843217723066	0.116478747971251	1.11057136048744e-12	2.9599891597655e-11
CXCL13	14.5572607941425	0.771732840149707	0.226377387120259	2.33847914632075e-05	0.000175287966902352
NRIR	72.4113058746233	0.770472632783053	0.375921995774739	0.00126013889200285	0.00622087760121178
SRGAP1	321.277401666153	0.770203137211347	0.183386264083068	9.76433436611477e-07	9.64064030312752e-06
AC104825.1	9.01197387394121	0.768404008442475	0.281683756340147	0.000212691851594021	0.00128527093638725
RPL30P11	4.29480769417015	0.76840355355245	0.369372973091494	0.00117559880844912	0.00584984790390546
RPL12P42	3.23127560850594	0.768353011831127	0.339797808928296	0.00075231266445168	0.00393916445110285
ZNF462	10.7441267417192	0.765438646269739	0.334372154692254	0.000704777714817191	0.00372537127370639
RPS10P7	25.8196206665859	0.765258469336526	0.238715799644579	4.79736812905088e-05	0.000338397828671069
AL157788.1	19.4466674802651	0.764747059173884	0.249094696975267	7.51212990196815e-05	0.000506785524140645
PLEKHN1	55.3634179860059	0.762452304902802	0.142169101406327	2.84308468020008e-09	4.39513977308767e-08
AKR1D1	5.40923014986801	0.761018525095027	0.321441129395288	0.000580940940238839	0.00313985836258323
FXYD2	15.707433277826	0.760323219926781	0.250178971215469	8.36699338016837e-05	0.00055678931368158
ETV3	8209.18832583772	0.759942174715673	0.100199054345359	1.04901734051754e-15	4.11134872352171e-14
DLX2	23.1110961053881	0.759189649192969	0.247467395043618	7.6456215059659e-05	0.000514105582048217
LIN7B	8.99005275099613	0.758629160872703	0.247255167887287	7.64464909187391e-05	0.000514105582048217
CFAP45	47.3953928634883	0.757962393057252	0.151498223646601	2.01689998975806e-08	2.70532817400664e-07
RCAN2	9.5439834814279	0.757792030661726	0.303855136111296	0.000417947392750446	0.00234323857036326
AC011511.5	48.6386395061667	0.757370554574279	0.162991089147005	1.23361188226362e-07	1.4348670485843e-06
NCAM2	12.3144880452831	0.755325215521486	0.227942968672631	3.37469890149318e-05	0.000245103440159279
COL27A1	12.4433123942668	0.755245248207405	0.292132238725574	0.000326988643001379	0.00188357175766976
AL691403.2	4.8653744039592	0.754464388905025	0.316157736896295	0.000560331982795874	0.00304446550779189
AC078923.1	177.878903223541	0.754326976363018	0.159889073341721	8.72688072655821e-08	1.04824458744695e-06
NBPF8	135.469711059248	0.754169807504412	0.129968036809073	2.23043751369084e-10	4.20655199648971e-09
LINC01282	13.7441962997382	0.753411692461621	0.304982636850495	0.000449292476607337	0.00249922735838674
AL139352.1	12.1777983802525	0.752503117403115	0.213983649552881	1.63465680196583e-05	0.000126779865651146
AC002454.1	7.9850183915034	0.752500447716956	0.288816222877685	0.000310794681799858	0.00180392422361463
HNF1A	3.21611658345313	0.752226074440669	0.353351696552896	0.00108056240362929	0.00542151963352261
C14orf132	5.51842909498547	0.752167293840662	0.33351503085173	0.000789091937707865	0.00410008982582753
MDGA1	32.246933739318	0.75179088469999	0.267161994962496	0.000170470042945686	0.001055549685119
RAB12	1462.33729342028	0.751016255467404	0.0935347086905692	3.05485644970474e-17	1.46519175545745e-15
GLS	886.51365416046	0.748525044084602	0.108845539158754	1.99251232223737e-13	5.89050769286726e-12
AC002091.1	613.365296043207	0.748524535500877	0.192570907820727	3.86845523859324e-06	3.40702973121282e-05
SOCS3	15707.9668178478	0.748468355673189	0.087481513519377	3.6043342327386e-19	2.20067599919375e-17
CCDC140	7.3779240975446	0.748045045630221	0.36280487408158	0.00128238124039303	0.00631552810012613
GCH1	8227.25292034916	0.747908179406772	0.104892373313444	3.23230381179033e-14	1.05067746021165e-12
UXS1	2381.02903651734	0.747851148147329	0.100622018893552	3.40361686097005e-15	1.26871051687173e-13
WEE2-AS1	6.79271746737345	0.747468860436907	0.30270457129159	0.00045602352287713	0.00253392924837154
AC026347.1	76.4581923561152	0.746977514830832	0.166316479596681	2.66021684053083e-07	2.91625183649795e-06
NPR3	15.799854128895	0.746792654075067	0.291951774213429	0.000358763747674631	0.00204542057970441
SLC22A23	13.9411211742135	0.746585317054767	0.236545816287936	5.86701627246031e-05	0.000406053571551104
LYRM4	1118.29980047077	0.746433745958277	0.132713294335592	6.51106138293612e-10	1.1305620170067e-08
N4BP1	3189.93454603787	0.746313702894679	0.081823102372363	2.26287177565901e-21	1.79771620293281e-19
ZNF385B	5.520433154342	0.746141506518616	0.298819257302388	0.000424380296649904	0.00237800898253498
HSPA12A	21.1319638240476	0.74474171704739	0.205235046706993	1.08782369720037e-05	8.77767074258622e-05
ATF7IP2	262.195314853511	0.744036177165626	0.106737859459891	1.02980448462444e-13	3.12065641761891e-12
AL391832.3	731.631040009929	0.743492618516458	0.143153957673705	7.46143399075478e-09	1.07361164890748e-07
STK26	1691.6862844526	0.743147626052426	0.129137865748249	3.02859861757507e-10	5.54910464427646e-09
LINC02362	130.546898192531	0.743013309314572	0.273240259359602	0.000229192264203816	0.00137608988277144
GLI3	29.0692207881853	0.742968103128105	0.256185215631461	0.000133768639747706	0.000852143508188482
TEX14	244.322150100181	0.742058398020637	0.153095678441999	4.65521339643382e-08	5.84772105280966e-07
GDA	4.9538001254758	0.741588064708938	0.359249346985133	0.00129271396972925	0.00635728552608723
HNF1B	11.6502078979835	0.741413069332612	0.322302843823886	0.000719458809433492	0.00379093072033381
U62317.5	120.843858843237	0.740271315960284	0.206817538683918	1.32493410387209e-05	0.000104974370894387
BX539320.1	338.385995077084	0.739952011033482	0.0846541953808964	7.15150404808829e-20	4.79313834832132e-18
LINC01366	744.517867101909	0.739795405853635	0.177751423386978	1.21989223965745e-06	1.18622413625669e-05
ENTPD3-AS1	98.4218607912814	0.739536321002848	0.114251904123248	3.23957686884359e-12	8.12896751869825e-11
IRGM	9.10944433675442	0.738769809995339	0.302856007381721	0.000503118556905732	0.00276944018910978
IL22RA2	8.28093878126304	0.737463246350968	0.358844972852639	0.00133342600386773	0.00653718690864483
LINC00964	69.8772321259809	0.736923516788862	0.18785946843079	3.41869479577505e-06	3.03989041131666e-05
ZBP1	125.78139335413	0.736707519445036	0.344160487513525	0.00108515618970351	0.00544191415046051
RN7SKP190	10.8163796880129	0.735198904450275	0.317158790094001	0.000696592667079475	0.0036912414931309
AC010186.3	102.449999477	0.734667565918097	0.154900147968354	8.00579639220149e-08	9.70530403023487e-07
AC245297.1	55.3495062940828	0.734566440639699	0.153834235500839	6.81266355113482e-08	8.36879792406866e-07
AC005808.1	64.7973951850277	0.733373261971642	0.224974895002283	4.25225608314141e-05	0.000303694623973335
PRDM1	106.928548495845	0.732752291911061	0.155029129351077	8.72262956901706e-08	1.04824458744695e-06
AC009303.2	178.532183878853	0.731884992017169	0.206217045187528	1.51196438744679e-05	0.000118020406813752
HIF1A	559.077406189842	0.731667259703153	0.117053698826491	1.4151538672928e-11	3.16502238841484e-10
AC098829.1	94.5297591041171	0.731413215754748	0.220263338411877	3.45976041526622e-05	0.000250838725526842
DDX60L	6706.02522409426	0.730261096111228	0.139927895886219	6.68895741463568e-09	9.71977314714292e-08
CDKN2B-AS1	44.6906711590739	0.730254556774149	0.144841049586036	1.73496157612617e-08	2.34859009147185e-07
AL390763.2	39.9541660393122	0.729979460749328	0.276315319751268	0.000294047297137853	0.00171981727854135
AC092803.2	322.962665135565	0.72967793073759	0.124761019239093	1.76707978626224e-10	3.40444135600486e-09
RUBCNL	1204.36970475935	0.728956391763418	0.108593076712118	6.49024476929105e-13	1.77899787336432e-11
MEOX1	6.80605598914539	0.728898088194005	0.261752324185658	0.00019504379820187	0.00119192788589299
LAMC2	5.30494523309174	0.728786827782977	0.375868495633371	0.00178949769479943	0.00840079958206551
AC061992.1	42.9910092810676	0.728701195028255	0.139341393089696	6.32931463519421e-09	9.23631049175574e-08
GBP4	1422.99468278908	0.727552547552641	0.342162325470789	0.00114655187377613	0.00572052651668709
AC098934.4	4.75870156115634	0.726664663952297	0.266098126483575	0.000229510232903987	0.00137759701056956
SERPINA2	6.61774890022102	0.72655326763858	0.337706051652448	0.00108036224247286	0.00542151963352261
LRRC20	32.3434582866248	0.72619313717694	0.219413824277638	3.63694416263006e-05	0.00026266677111364
IQGAP2	3923.50898145177	0.72540513061001	0.0954683987991903	9.87251042814167e-16	3.88406834740809e-14
AC002091.2	222.589213900652	0.725183005778337	0.117418242660351	2.32015986012416e-11	5.03582376391506e-10
L2HGDH	14.7203866890596	0.725032628055992	0.177996445345367	1.85798741205061e-06	1.74406701598327e-05
MAFF	2920.71417324131	0.724933951630598	0.129449748558074	7.85105208031161e-10	1.33949624879346e-08
NEDD4	262.372832359963	0.724802364911144	0.0913037300925264	6.66943774003075e-17	3.07003022234615e-15
HELB	286.390613839004	0.724597835175036	0.13510616453069	3.04911945580479e-09	4.68263709193923e-08
PILRA	2326.7233319342	0.724363273100061	0.0725780574917076	5.7275695337212e-25	7.31990501402779e-23
AL355512.1	75.0694970581408	0.724093611408222	0.127122275935076	4.47484028660837e-10	8.02740311571523e-09
TNFSF9	56.0668828888343	0.724045708326625	0.206698424628534	1.82806269556025e-05	0.000140246897926352
NECTIN3	5.34859832524982	0.723669291629297	0.341551365264097	0.00117812423599903	0.00585958043991204
FILNC1	99.1723947843277	0.722490561796772	0.166927464440848	6.01790382966741e-07	6.1850344255363e-06
LYSMD2	358.382275809543	0.721503214245526	0.132041760793952	1.73549406211779e-09	2.80074712330475e-08
GADL1	15.1852841734562	0.72071929413253	0.261690983526211	0.000217326903807005	0.00131250906155942
WNT5B	187.7619931788	0.720342976005079	0.13225489831438	1.92424586640189e-09	3.09322523024103e-08
FLNC-AS1	7.35252971424643	0.7199543019982	0.312929516139219	0.000753235404863045	0.00394165098943591
GPR132	3565.10529301102	0.718976276678416	0.143405264695352	2.07190451406088e-08	2.77368297210909e-07
CFLAR	9240.47970908931	0.718693372279911	0.06861347718218	3.50293227539585e-27	5.7661067598836e-25
AC245036.4	11.4194375080537	0.717719518280246	0.303678455056548	0.000643607947407576	0.00343970834437878
AC009506.1	85.5918945095971	0.717446374729258	0.147137228270058	4.25546627993384e-08	5.38502301204912e-07
SLC12A8	101.737516345628	0.717444121699647	0.15374970126512	1.22201374197431e-07	1.42298555488758e-06
PRKAR1B	221.010323389012	0.717318182035979	0.12343309628063	2.28444018512525e-10	4.28967300643048e-09
AP005432.2	7.12690858869097	0.716980152375842	0.308094869448822	0.000708377349352366	0.0037421238357572
MIR193A	24.0768420326668	0.716326558186701	0.172564577478353	1.35432312786878e-06	1.30278413646695e-05
BIRC3	1208.73346885524	0.716167514455805	0.142592536737184	1.99261187352732e-08	2.67449327525754e-07
AL162718.1	24.8102326767724	0.714981846909167	0.254143865157401	0.000184901867154544	0.00113568382643938
PLK2	327.155191130601	0.711659711779899	0.122948268901599	2.66937920584044e-10	4.97510385320407e-09
PHEX	27.2542729984624	0.710949098296225	0.193257720689547	9.70724944813381e-06	7.88848201598741e-05
AC097641.1	16.2981875401179	0.710661049492624	0.247664963891475	0.000157807326194907	0.000986643434757341
RASD1	85.6345168137396	0.710622239555034	0.201206959139907	1.69830769063634e-05	0.000131172594003503
AC096577.1	25.8316067039215	0.710364237460012	0.214103292599496	3.672796069046e-05	0.000264884163745848
AC013270.1	27.6879177300107	0.71032919926148	0.310388275842871	0.000794305145059097	0.00412197292931551
FO393418.1	10.0368632200666	0.70918768066183	0.230874895259635	8.41272095554448e-05	0.000559470414936274
AL158050.1	150.162993049911	0.707768101837037	0.128055486735527	1.25935466664806e-09	2.07798569534486e-08
C5orf52	29.3644145984602	0.706670922355843	0.316497252878322	0.000922809613863761	0.00472258314093176
AL353708.3	26.5535430792332	0.706619431304338	0.186493441246147	6.36180373886293e-06	5.38982621167359e-05
ACAT2	385.70899198651	0.705258151108264	0.0781123579474258	5.76694004817685e-21	4.44421567158378e-19
FAM83C-AS1	3.84870773889609	0.704837754793302	0.364605701086868	0.00191689981914925	0.00891146196990849
PEBP4	14.6149181402362	0.704436892551091	0.274240286548767	0.000382420219932664	0.00216053773897158
CLGN	10.8607994594456	0.704395724927779	0.284587804565211	0.000493622685925519	0.00272080910409951
NWD2	4.03277828460099	0.70284174857201	0.350200197234956	0.00161843244130529	0.00771586619727857
AL589923.1	6.69215106978558	0.702391079206249	0.318303360079987	0.000995290947039371	0.00503295810427183
PSMA1	133.686643783606	0.702195459343285	0.0899677284639719	2.0768805384269e-16	8.97770881484704e-15
AC093901.1	16.7676961966252	0.702140158734504	0.186871655369214	7.3079415205819e-06	6.10013000922894e-05
ZBTB43	4872.75696683302	0.702002934578951	0.0762071025944086	1.07207835183519e-21	8.85906994673129e-20
LINC00824	11.6070175462485	0.70122315532952	0.271467863702231	0.000370317134833348	0.00209907585849338
LINC02009	97.9484517185227	0.700918116502542	0.209093746075641	3.33834396242749e-05	0.000242720018978474
ZNF77	21.5159151483913	0.700014712140491	0.21807381029403	5.45965367100411e-05	0.000380806216727392
AC034195.1	41.083610462457	0.699402081463937	0.201470015908227	2.18589226183997e-05	0.000164992366763093
AC007786.1	3.30375115694853	0.698607520641075	0.361217235655305	0.00194148316972718	0.00900623978003026
MGAM	3198.96964175002	0.69834434892129	0.124923489585602	9.01342908603096e-10	1.5276797106604e-08
AC012307.1	99.473292680769	0.698117372883729	0.186069971895273	7.55457134529076e-06	6.29068636182528e-05
TPTE2	8.13265500591108	0.697759907593181	0.242822352610086	0.000160897423437373	0.00100299279357548
MCF2L	11.4647560582678	0.697505244666244	0.319356910745656	0.00106525354952637	0.00535646555108863
BANK1	48.36151262258	0.697313733907726	0.184747088138686	6.92532451892187e-06	5.81851683549761e-05
KLF6	17508.2591371559	0.696899930385559	0.0819749682650931	6.50687889549787e-19	3.8253011472504e-17
ICAM1	4478.67695093214	0.69672260674224	0.11927952813104	2.03867298348519e-10	3.87329042550243e-09
DENND5A	14162.0850003773	0.696173782683613	0.0889356162983475	1.76859206451726e-16	7.70986235582777e-15
BHLHE40-AS1	475.874223769574	0.695951479574738	0.135717480895914	1.21123691252371e-08	1.67601955024128e-07
GNG2	3264.5077966669	0.695941788974712	0.14725856229429	9.7156731263031e-08	1.15288171999315e-06
FZD7	17.1298778348729	0.695930177217798	0.159674448613757	5.65914530235828e-07	5.8513856151419e-06
STX11	11308.329516738	0.695867873048089	0.0628371099126215	5.51259148949047e-30	1.31891956381111e-27
RTKN2	587.232296046373	0.695618323769988	0.146979757341442	9.40403292408591e-08	1.12107405241015e-06
NAF1	650.544547928361	0.695386122732285	0.0873533764107652	6.08876486122767e-17	2.81533541089035e-15
HECW1	5.17302525030561	0.694934001971882	0.241998195388804	0.000162993811106957	0.00101322074239781
NBPF13P	5.36611435924162	0.693002056856282	0.298959292670045	0.000767180498097962	0.00400342529263598
RFTN1	1140.27709413861	0.692010685708612	0.124422507883343	1.08792854292545e-09	1.81403709069968e-08
BANP	2547.49342618474	0.691720214648414	0.0946729515489002	1.0158756956858e-14	3.54883842350271e-13
WASF3	26.9707198466408	0.691364913068282	0.306423855027907	0.000902013069543765	0.00462838426906048
CKB	44.085030911139	0.691214264715369	0.185829371787226	8.75834965829375e-06	7.15978556094765e-05
